raceId,driverId,stop,lap,time,duration
842,67,2,20,16:39:30,29843
842,17,2,22,16:42:37,21991
842,18,2,23,16:44:11,22471
842,1,2,24,16:45:48,22611
842,814,2,24,16:46:20,22419
842,20,2,25,16:47:27,21893
842,4,2,26,16:49:19,23894
842,2,2,26,16:49:31,23221
842,13,2,27,16:51:17,22541
842,808,2,27,16:51:25,22680
842,30,2,28,16:53:26,22261
842,3,2,29,16:55:28,22577
842,17,3,32,17:00:01,22069
842,153,2,32,17:00:55,22888
842,16,3,32,17:00:56,22550
842,67,3,32,17:01:03,27439
842,5,2,34,17:04:41,23336
842,10,2,34,17:05:19,24429
842,816,2,35,17:07:20,24416
842,155,2,36,17:07:26,23442
842,1,3,37,17:08:28,25382
842,814,3,37,17:09:21,23977
842,18,3,38,17:10:13,22483
842,13,3,38,17:10:28,22893
842,2,3,39,17:12:09,22602
842,24,2,38,17:13:32,26554
842,3,3,40,17:15:05,22526
842,20,3,41,17:15:08,22313
842,4,3,41,17:15:25,23812
842,30,3,42,17:18:08,22227
842,17,4,43,17:19:10,22161
842,808,3,44,17:21:08,28694
842,4,4,46,17:24:24,27182
842,24,3,44,17:25:07,38823
842,1,4,52,17:34:48,22466
843,153,1,9,15:19:36,22419
843,24,1,9,15:20:00,14160
843,30,1,10,15:21:12,20522
843,17,1,10,15:21:27,23442
843,813,1,10,15:21:35,23160
843,814,1,11,15:22:57,21989
843,3,1,12,15:24:32,20771
843,67,1,12,15:24:56,22010
843,18,1,14,15:27:59,23779
843,20,1,14,15:28:00,21995
843,155,1,14,15:28:17,21855
843,13,1,15,15:29:47,21624
843,1,1,15,15:29:49,20878
843,16,1,15,15:30:01,20989
843,4,1,16,15:31:34,22524
843,815,1,16,15:31:55,21473
843,22,1,16,15:32:01,21709
843,67,2,16,15:32:19,24722
843,10,1,16,15:32:33,22683
843,808,1,17,15:33:36,21981
843,2,1,18,15:35:28,22216
843,5,1,19,15:37:31,22485
843,15,1,20,15:39:24,23029
843,816,1,20,15:39:50,22901
843,24,2,21,15:42:05,24467
843,39,1,23,15:45:28,26049
843,18,2,24,15:45:35,20758
843,3,2,25,15:47:13,22005
843,1,2,25,15:47:20,20533
843,17,2,25,15:47:44,21132
843,813,2,25,15:48:09,22062
843,30,2,26,15:49:15,21964
843,10,2,28,15:54:22,21908
843,16,2,30,15:56:26,21058
843,155,2,30,15:56:28,21936
843,2,2,30,15:56:29,21821
843,20,2,31,15:57:37,21533
843,4,2,32,15:59:39,21251
843,814,2,32,15:59:51,21218
843,13,2,33,16:01:04,21168
843,67,3,33,16:02:13,21928
843,816,2,34,16:05:10,22802
843,22,2,35,16:05:24,21481
843,815,2,36,16:06:55,23397
843,18,3,37,16:08:00,21237
843,808,2,37,16:08:34,22005
843,1,3,38,16:09:38,20567
843,3,3,39,16:11:19,20720
843,30,3,39,16:11:49,21400
843,17,3,40,16:13:29,21091
843,10,3,39,16:14:17,33827
843,5,2,40,16:14:27,21890
843,813,3,40,16:14:36,27620
843,15,2,42,16:18:14,22260
843,24,3,45,16:25:39,23499
843,16,3,47,16:26:24,28708
843,815,3,48,16:28:01,13900
843,815,4,50,16:31:39,28845
844,815,1,1,15:05:18,29270
844,30,1,2,15:06:35,30182
844,808,1,8,15:16:06,21422
844,13,1,9,15:17:37,22022
844,1,1,9,15:17:38,20833
844,67,1,9,15:17:47,21769
844,17,1,10,15:19:04,21050
844,4,1,10,15:19:05,21308
844,3,1,10,15:19:09,22573
844,2,1,10,15:19:16,22300
844,22,1,10,15:19:20,22717
844,16,1,10,15:19:22,21649
844,20,1,11,15:20:32,20623
844,814,1,11,15:21:00,20775
844,813,1,11,15:21:09,23881
844,18,1,13,15:23:57,21368
844,155,1,13,15:24:09,21820
844,153,1,13,15:24:25,22713
844,15,1,13,15:24:28,23066
844,30,2,14,15:26:02,20907
844,39,1,14,15:26:26,27353
844,5,1,15,15:27:42,22854
844,24,1,15,15:28:03,24634
844,815,2,16,15:29:30,22895
844,816,1,16,15:29:37,22779
844,24,2,16,15:30:57,56611
844,808,2,19,15:33:42,21323
844,1,2,20,15:35:09,21075
844,17,2,21,15:36:27,20421
844,3,2,22,15:38:24,20927
844,2,2,22,15:38:25,21919
844,4,2,23,15:39:35,21732
844,13,2,23,15:39:58,21322
844,67,2,23,15:40:07,22128
844,155,2,23,15:40:15,23455
844,22,2,24,15:41:43,22868
844,814,2,24,15:41:50,20930
844,20,2,25,15:42:31,20112
844,16,2,25,15:43:21,21084
844,813,2,25,15:43:41,22555
844,15,2,25,15:43:47,22862
844,18,2,26,15:44:37,22639
844,39,2,27,15:47:59,24962
844,153,2,29,15:49:46,21826
844,30,3,30,15:51:13,20379
844,5,2,31,15:53:27,21633
844,814,3,32,15:54:38,20887
844,815,3,32,15:54:42,22365
844,3,3,33,15:55:49,20949
844,1,3,34,15:57:04,35688
844,816,2,33,15:57:20,24837
844,808,3,34,15:57:21,21838
844,13,3,34,15:57:22,23471
844,17,3,35,15:58:20,20843
844,4,3,36,15:59:49,21702
844,2,3,36,16:00:31,20872
844,24,3,35,16:02:57,25125
844,155,3,38,16:03:58,22456
844,18,3,39,16:05:05,21417
844,153,3,39,16:05:31,21986
844,20,3,40,16:05:46,20385
844,15,3,39,16:06:10,22219
844,67,3,40,16:06:48,22032
844,22,3,40,16:07:01,21687
844,16,3,40,16:07:05,21006
844,24,4,37,16:07:22,43603
844,813,3,41,16:09:04,21827
844,815,4,42,16:10:21,21715
844,3,4,44,16:12:55,20308
844,814,4,44,16:13:28,21403
844,17,4,45,16:13:49,22087
844,808,4,45,16:14:37,21662
844,30,4,45,16:14:46,20597
844,4,4,46,16:15:17,21379
844,813,4,45,16:15:30,13925
844,1,4,46,16:15:51,22041
844,2,4,46,16:16:10,21884
844,13,4,46,16:16:13,26685
844,20,4,47,16:16:40,20489
844,39,3,45,16:17:26,24474
844,5,3,53,16:28:36,23114
844,153,4,55,16:30:31,21931
845,155,1,1,14:05:11,24871
845,815,1,7,14:14:14,23592
845,813,1,8,14:15:48,22689
845,20,1,9,14:16:54,20253
845,67,1,9,14:17:17,20818
845,4,1,10,14:18:23,20567
845,17,1,10,14:18:27,20881
845,30,1,10,14:18:43,20084
845,1,1,11,14:19:57,19761
845,808,1,11,14:20:14,21856
845,3,1,11,14:20:17,20647
845,13,1,11,14:20:19,20800
845,153,1,11,14:20:28,20741
845,22,1,11,14:20:48,29936
845,16,1,13,14:23:57,20773
845,18,1,14,14:24:51,20015
845,39,1,14,14:25:56,24843
845,814,1,15,14:26:40,20070
845,15,1,15,14:26:50,22364
845,5,1,16,14:28:30,21019
845,24,1,16,14:28:55,23157
845,10,1,16,14:29:00,22744
845,816,1,17,14:30:41,23176
845,20,2,18,14:30:44,19887
845,4,2,19,14:32:13,20238
845,17,2,19,14:32:16,20079
845,813,2,20,14:34:36,24821
845,13,2,21,14:35:51,21635
845,2,1,21,14:36:21,21322
845,1,2,23,14:38:08,20235
845,22,2,23,14:39:40,21226
845,153,2,24,14:40:47,20872
845,67,2,25,14:42:10,24745
845,155,2,25,14:42:46,21128
845,30,2,26,14:43:25,20487
845,808,2,26,14:43:33,24232
845,3,2,27,14:45:01,19534
845,4,3,29,14:47:26,20738
845,17,3,29,14:47:27,20279
845,5,2,28,14:47:28,20807
845,815,2,29,14:48:40,21143
845,15,2,29,14:48:41,21723
845,39,2,28,14:48:52,24448
845,18,2,30,14:49:06,20763
845,16,2,30,14:50:19,20267
845,814,2,32,14:53:02,20126
845,20,3,34,14:54:42,20426
845,1,3,35,14:56:14,20473
845,816,2,34,14:58:05,22982
845,22,3,35,14:58:09,20650
845,13,3,36,14:58:48,22419
845,813,3,36,14:59:14,21574
845,2,2,36,14:59:22,21953
845,153,3,36,14:59:25,21019
845,4,4,39,15:02:54,20380
845,10,2,38,15:03:54,21632
845,30,3,41,15:06:21,20451
845,808,3,41,15:06:36,21739
845,5,3,41,15:07:42,23068
845,3,3,42,15:07:53,20395
845,67,3,42,15:08:31,20819
845,15,3,43,15:10:27,23001
845,155,3,44,15:11:40,20500
845,17,4,47,15:14:50,19984
845,20,4,48,15:15:41,20292
845,815,3,47,15:16:00,21829
845,18,3,48,15:16:10,20107
845,1,4,49,15:17:11,20988
845,16,3,48,15:17:54,23230
845,39,3,47,15:19:38,24298
845,2,3,50,15:20:32,20796
845,153,4,50,15:21:09,23143
845,816,3,49,15:21:44,21708
845,814,3,51,15:22:03,20573
845,813,4,53,15:25:26,22077
845,10,3,53,15:27:29,21170
845,22,4,54,15:27:32,20637
846,30,1,12,14:19:30,35084
846,18,1,15,14:22:57,25280
846,3,1,15,14:23:33,25189
846,20,1,16,14:24:15,28536
846,17,1,16,14:24:32,37735
846,4,1,17,14:25:41,25352
846,5,1,19,14:29:21,26477
846,814,1,20,14:30:24,24970
846,1,1,22,14:33:00,31445
846,10,1,22,14:33:33,26827
846,15,1,24,14:36:13,25595
846,813,1,25,14:37:09,26468
846,13,1,26,14:38:20,26615
846,39,1,25,14:38:46,28325
846,814,2,27,14:40:23,19360
846,808,1,28,14:41:17,28856
846,153,1,29,14:43:07,25907
846,22,1,32,14:46:47,25921
846,18,2,33,14:46:57,26421
846,814,3,32,14:47:35,47226
846,2,1,33,14:48:15,25851
846,67,1,33,14:48:16,26073
846,4,2,34,14:48:45,31382
846,3,2,33,14:48:50,25310
846,24,1,32,14:49:02,28298
846,816,1,33,14:49:39,27577
846,155,1,34,14:49:49,28642
846,16,1,34,14:49:51,25037
846,39,2,33,14:51:08,39917
846,1,2,43,15:03:45,19347
846,15,2,46,15:09:08,26065
846,18,3,48,15:09:55,24670
846,1,3,49,15:12:04,26977
846,5,2,52,15:17:38,25878
846,3,3,53,15:18:33,25116
846,813,2,54,15:18:38,25687
846,17,2,55,15:19:56,26269
846,153,2,56,15:22:30,27550
846,67,2,62,15:30:24,25045
846,816,2,63,15:33:21,26464
846,16,2,68,15:37:52,27879
846,22,2,68,15:38:54,25675
846,2,2,69,15:40:13,26281
847,18,1,8,13:15:11,23650
847,24,1,9,13:17:25,27202
847,18,2,13,13:25:10,14501
847,22,1,15,13:28:31,23305
847,16,1,16,13:30:09,24052
847,4,1,17,13:31:21,23893
847,3,1,17,13:31:28,23105
847,813,1,17,13:31:45,23571
847,67,1,17,13:31:50,23949
847,816,1,17,13:32:07,24143
847,30,1,18,13:33:04,24472
847,4,2,19,13:34:54,26348
847,18,3,19,13:35:02,23868
847,3,2,19,13:35:10,22986
847,153,1,19,13:35:14,26045
847,22,2,19,13:35:21,25066
847,5,1,19,13:35:26,44037
847,15,1,19,13:35:28,51684
847,813,2,19,13:35:30,24943
847,20,1,20,13:36:13,23872
847,17,1,20,13:36:40,29546
847,67,2,20,13:37:27,24649
847,13,1,21,13:38:09,24886
847,30,2,21,13:38:51,24196
847,816,2,23,13:43:32,30497
847,816,3,33,16:07:00,24655
847,30,3,34,16:08:48,22832
847,16,2,34,16:08:49,22923
847,10,1,34,16:08:50,24425
847,22,3,34,16:08:51,24684
847,67,3,34,16:08:53,23970
847,2,1,35,16:10:18,23113
847,814,1,35,16:10:20,22479
847,18,4,35,16:10:22,23589
847,37,1,35,16:10:23,30288
847,153,2,35,16:10:26,24863
847,813,3,35,16:10:29,23593
847,24,2,35,16:10:48,34897
847,155,1,36,16:11:49,23687
847,13,2,36,16:11:50,22742
847,808,1,36,16:11:52,23816
847,17,2,36,16:11:53,22402
847,4,3,36,16:11:54,26129
847,3,3,36,16:11:57,22735
847,15,2,36,16:12:14,23332
847,816,4,36,16:12:15,14538
847,20,2,37,16:13:21,22958
847,39,1,37,16:14:01,29115
847,18,5,37,16:14:55,31718
847,814,2,43,16:24:38,28630
847,16,3,45,16:27:43,14565
847,16,4,49,16:33:51,32449
847,17,3,50,16:35:03,22770
847,22,4,50,16:35:12,23059
847,67,4,50,16:35:23,26561
847,814,3,50,16:35:33,14538
847,18,6,51,16:36:41,23741
847,153,3,51,16:36:45,23338
847,813,4,51,16:36:46,23700
847,10,2,51,16:37:16,25079
847,39,2,51,16:37:38,29540
847,30,4,52,16:37:50,22869
847,13,3,52,16:37:52,22560
847,2,2,52,16:37:57,23364
847,37,2,52,16:38:22,24039
847,15,3,52,16:38:45,25140
847,816,5,52,16:38:56,30714
847,20,3,53,16:39:07,22526
847,24,3,52,16:39:20,33278
847,155,2,53,16:39:22,24618
847,808,2,53,16:39:31,24145
847,3,4,53,16:39:36,22702
847,13,4,53,16:39:50,28346
847,814,4,53,16:40:04,23129
847,813,5,61,16:53:19,31701
848,813,1,10,14:22:02,21301
848,2,1,11,14:23:23,22114
848,22,1,11,14:23:27,21163
848,155,1,11,14:23:29,23492
848,1,1,12,14:24:49,20340
848,3,1,12,14:25:02,21054
848,16,1,12,14:25:09,20676
848,17,1,13,14:26:28,20465
848,20,1,14,14:28:11,21006
848,4,1,14,14:28:15,21477
848,18,1,14,14:28:31,20997
848,30,1,14,14:28:40,21201
848,814,1,14,14:28:51,20567
848,67,1,14,14:28:54,21321
848,5,1,14,14:29:11,23241
848,39,1,14,14:29:43,28030
848,13,1,15,14:30:07,20718
848,808,1,15,14:30:49,22104
848,30,2,15,14:30:59,30665
848,24,1,15,14:31:23,24459
848,10,1,17,14:34:56,21900
848,15,1,18,14:36:30,23327
848,816,1,18,14:36:56,21943
848,153,1,19,14:37:50,21391
848,1,2,24,14:46:06,21035
848,815,1,25,14:48:56,21939
848,67,2,26,14:50:28,20460
848,5,2,26,14:51:06,21126
848,2,2,27,14:52:04,22285
848,814,2,27,14:52:08,20818
848,808,2,27,14:52:26,21168
848,17,2,28,14:52:53,20319
848,16,2,28,14:53:47,20286
848,22,2,28,14:53:53,21262
848,813,2,28,14:54:30,21805
848,4,2,29,14:54:36,20551
848,24,2,28,14:55:33,22766
848,20,2,30,14:56:16,20441
848,18,2,30,14:56:46,20325
848,3,2,30,14:57:07,23547
848,39,2,29,14:58:17,24675
848,13,2,31,14:58:23,25537
848,30,3,31,14:59:40,21168
848,155,2,33,15:03:14,20545
848,15,2,34,15:05:36,22131
848,816,2,37,15:11:48,22250
848,808,3,39,15:13:41,21105
848,2,3,40,15:15:10,21472
848,22,3,40,15:15:16,21286
848,17,3,42,15:17:11,20367
848,1,3,42,15:17:41,20212
848,153,2,42,15:18:33,21103
848,5,3,42,15:19:57,22632
848,16,3,43,15:20:21,21036
848,10,2,42,15:20:26,22030
848,814,3,44,15:22:18,21069
848,4,3,45,15:22:21,20136
848,24,3,43,15:23:02,22235
848,813,3,44,15:23:06,21490
848,3,3,45,15:23:36,20896
848,67,3,45,15:24:07,20995
848,20,3,47,15:25:39,20331
848,39,3,44,15:26:13,26059
848,13,3,48,15:28:09,20404
848,18,3,48,15:28:21,20479
849,30,1,9,13:20:38,30242
849,2,1,10,13:22:37,24716
849,18,1,11,13:24:05,25070
849,16,1,11,13:24:13,25737
849,155,1,11,13:24:19,28448
849,813,1,11,13:24:27,26238
849,67,1,11,13:24:30,26279
849,808,1,11,13:24:37,24880
849,22,1,11,13:24:38,25860
849,10,1,11,13:24:52,25416
849,24,1,11,13:25:12,26643
849,816,1,11,13:25:14,28742
849,17,1,12,13:25:41,23973
849,4,1,12,13:25:42,26566
849,1,1,12,13:25:49,25100
849,814,1,12,13:26:02,26612
849,3,1,12,13:26:12,24722
849,815,1,12,13:26:13,25386
849,153,1,12,13:26:20,24719
849,817,1,12,13:27:17,25872
849,20,1,13,13:27:22,24818
849,13,1,13,13:27:39,24159
849,30,2,16,13:33:23,31751
849,155,2,20,13:40:27,31551
849,1,2,24,13:46:21,24065
849,814,2,24,13:46:50,45291
849,813,2,24,13:47:12,24272
849,16,2,25,13:48:32,24077
849,67,2,25,13:48:50,24620
849,17,2,26,13:49:36,25490
849,18,2,26,13:49:45,24287
849,13,2,26,13:49:48,23929
849,814,3,26,13:50:52,31471
849,20,2,27,13:51:10,31558
849,4,2,27,13:51:15,23974
849,816,2,28,13:55:39,25428
849,817,2,28,13:56:23,26942
849,3,2,30,13:56:50,24399
849,2,2,30,13:57:06,24434
849,10,2,30,13:58:43,24959
849,153,2,31,13:58:46,24095
849,30,3,31,13:58:47,24651
849,22,2,31,13:59:02,23955
849,815,2,32,14:00:08,25619
849,24,2,31,14:00:49,25505
849,813,3,35,14:05:42,23869
849,20,3,36,14:06:13,23137
849,1,3,37,14:07:50,23340
849,17,3,38,14:09:30,23785
849,808,2,38,14:10:21,24172
849,4,3,39,14:10:50,23474
849,18,3,39,14:11:08,23292
849,16,3,40,14:13:32,27240
849,13,3,41,14:14:35,23238
850,815,1,8,14:17:05,27247
850,67,1,10,14:20:28,27301
850,812,1,10,14:21:22,31879
850,17,1,14,14:26:23,20440
850,3,1,14,14:26:39,20348
850,30,1,15,14:28:22,20768
850,813,1,15,14:28:35,21601
850,1,1,16,14:29:38,20982
850,4,1,16,14:29:39,20430
850,20,1,16,14:29:57,20394
850,13,1,17,14:31:36,20344
850,155,1,20,14:36:51,20882
850,24,1,20,14:37:44,22048
850,817,1,21,14:39:29,22319
850,16,1,22,14:39:56,20839
850,10,1,22,14:41:05,22252
850,808,1,23,14:41:53,21449
850,153,1,23,14:42:02,21062
850,814,1,23,14:42:05,23676
850,18,1,24,14:43:15,20952
850,816,1,24,14:44:42,20762
850,5,1,26,14:47:26,22088
850,17,2,30,14:52:32,21299
850,812,2,28,14:53:09,22331
850,1,2,31,14:54:10,20496
850,4,2,32,14:55:46,20035
850,813,2,35,15:01:53,21057
850,3,2,36,15:03:03,20975
850,67,2,36,15:04:03,20954
850,30,2,37,15:04:59,20299
850,20,2,40,15:09:11,20274
850,13,2,41,15:10:46,20185
850,815,2,41,15:11:48,21645
850,153,2,43,15:15:07,21689
850,808,2,46,15:19:54,20572
850,16,2,48,15:22:30,20879
850,155,2,48,15:23:03,21267
850,10,2,48,15:25:25,21252
850,1,3,51,15:26:17,20403
850,816,2,49,15:27:24,23588
850,817,2,49,15:27:43,24053
850,5,2,50,15:27:48,21175
850,814,2,51,15:28:11,22535
850,4,3,53,15:29:30,19975
850,3,3,53,15:30:50,20047
850,812,3,51,15:32:52,22458
850,17,3,56,15:34:20,20324
850,30,3,56,15:35:53,19930
850,13,3,59,15:39:43,21903
850,20,3,59,15:39:44,20110
851,17,1,10,14:20:59,20854
851,13,1,10,14:21:09,22293
851,808,1,10,14:21:18,25532
851,22,1,10,14:21:19,22640
851,18,1,11,14:22:29,21786
851,814,1,11,14:22:46,22262
851,813,1,11,14:23:04,23397
851,2,1,11,14:23:12,21371
851,10,1,11,14:23:27,22222
851,816,1,11,14:23:32,25337
851,1,1,12,14:23:59,21880
851,20,1,12,14:24:05,20690
851,4,1,12,14:24:10,22886
851,3,1,12,14:24:17,20767
851,155,1,12,14:24:35,23725
851,67,1,12,14:24:42,22349
851,5,1,12,14:24:53,22772
851,16,1,12,14:24:55,21902
851,815,1,12,14:24:56,22215
851,24,1,12,14:25:35,23633
851,30,1,13,14:26:02,21948
851,153,1,13,14:26:24,23734
851,15,1,13,14:26:49,23118
851,817,1,13,14:27:04,22844
851,813,2,16,14:31:22,13186
851,2,2,23,14:42:16,25434
851,22,2,24,14:43:19,22217
851,153,2,24,14:43:20,22552
851,5,2,24,14:43:45,22147
851,815,2,24,14:43:49,20570
851,17,2,25,14:44:03,20000
851,4,2,25,14:44:04,23208
851,13,2,25,14:44:34,21138
851,808,2,25,14:44:47,24194
851,67,2,25,14:44:55,21460
851,1,2,26,14:45:16,20803
851,30,2,26,14:46:04,20071
851,24,2,25,14:46:40,22501
851,16,2,26,14:46:48,20589
851,18,2,27,14:46:49,21065
851,3,2,27,14:47:28,19939
851,814,2,27,14:47:32,20801
851,20,2,28,14:48:22,20611
851,813,3,28,14:49:55,21426
851,10,2,28,14:50:32,20613
851,817,2,28,14:51:12,23563
851,816,2,29,14:52:27,20916
851,815,3,32,14:56:05,13201
851,155,2,34,14:58:08,22852
851,4,3,36,15:00:23,19936
851,22,3,37,15:02:51,20580
851,17,3,39,15:04:48,20673
851,24,3,37,15:05:37,27839
851,1,3,40,15:05:54,20861
851,13,3,40,15:06:53,22453
851,20,3,41,15:07:32,19664
851,18,3,42,15:08:53,20046
851,814,3,42,15:10:06,20935
851,67,3,43,15:11:41,20360
851,5,3,43,15:12:56,20990
851,815,4,44,15:14:07,20917
851,817,3,43,15:14:54,21651
851,4,4,47,15:16:33,20126
851,153,3,47,15:17:40,21345
851,816,3,47,15:20:46,49849
851,3,3,50,15:22:04,20563
851,17,4,51,15:22:51,21122
851,808,3,50,15:22:54,21353
851,22,4,50,15:22:55,31539
851,5,4,49,15:22:56,22364
851,16,3,50,15:23:22,21796
851,24,4,48,15:23:32,23010
851,813,4,50,15:23:34,23016
851,1,4,52,15:24:11,20855
851,17,5,53,15:26:20,20715
851,22,5,52,15:26:36,25596
851,1,5,54,15:27:35,21628
851,808,4,53,15:28:00,21609
851,5,5,52,15:28:12,21715
851,16,4,53,15:28:27,21503
851,816,4,51,15:28:37,22470
851,3,4,54,15:28:47,23244
851,813,5,53,15:28:55,22825
851,24,5,51,15:28:58,22458
851,10,3,53,15:30:17,20929
851,1,6,56,15:30:48,13173
851,13,4,58,15:33:53,21157
851,155,3,62,15:40:56,21258
852,10,1,1,14:05:58,35092
852,811,1,1,14:06:10,30795
852,5,1,1,14:06:14,28539
852,17,1,3,14:09:42,21015
852,18,1,3,14:09:46,26046
852,30,1,4,14:11:45,20153
852,20,1,5,14:13:27,20898
852,815,1,5,14:13:49,26092
852,10,2,6,14:16:35,13914
852,4,1,8,14:19:18,20994
852,811,2,8,14:20:14,13968
852,13,1,9,14:21:21,22267
852,1,1,10,14:23:14,21895
852,3,1,11,14:25:16,23090
852,24,1,11,14:26:05,21766
852,808,1,12,14:27:22,21395
852,813,1,12,14:27:31,21421
852,20,2,13,14:29:09,21411
852,16,1,13,14:29:31,22773
852,22,1,13,14:29:38,21818
852,30,2,13,14:29:39,20226
852,18,2,13,14:29:40,21756
852,817,1,13,14:30:19,23780
852,15,1,13,14:30:20,22159
852,816,1,13,14:30:22,22939
852,5,2,13,14:30:46,22009
852,155,1,14,14:32:10,24161
852,814,1,14,14:32:11,21334
852,10,3,14,14:33:40,24204
852,811,3,21,14:47:48,20756
852,815,2,22,14:49:35,14089
852,815,3,23,14:51:40,23883
852,24,2,27,14:59:56,30959
852,4,2,29,15:02:28,21243
852,813,2,29,15:03:01,22303
852,155,2,29,15:03:08,21269
852,20,3,30,15:04:14,20786
852,3,2,30,15:04:42,21171
852,13,2,30,15:04:43,21856
852,808,2,30,15:04:45,21979
852,814,2,30,15:05:01,21350
852,17,2,31,15:06:19,20947
852,16,2,31,15:06:38,20983
852,30,3,31,15:06:39,21319
852,22,2,31,15:06:56,21478
852,15,2,31,15:07:16,21484
852,18,3,32,15:08:15,21640
852,13,3,32,15:08:49,21485
852,5,3,33,15:11:16,22306
852,10,4,35,15:15:37,21721
852,816,2,36,15:17:29,22114
852,22,3,40,15:24:23,47753
853,155,1,1,14:05:42,27550
853,22,1,1,14:06:43,29157
853,811,1,2,14:08:02,22534
853,817,1,1,14:08:50,1004718
853,15,1,5,14:13:34,30391
853,814,1,13,14:25:33,21870
853,30,1,16,14:29:42,22709
853,67,1,16,14:30:10,24234
853,18,1,17,14:31:10,21660
853,1,1,18,14:32:41,22083
853,155,2,18,14:33:12,22939
853,4,1,19,14:34:04,22539
853,813,1,19,14:34:39,23063
853,811,2,19,14:34:43,23145
853,20,1,20,14:35:21,22124
853,153,1,20,14:36:08,21988
853,10,1,20,14:36:42,25147
853,13,1,21,14:37:20,21821
853,5,1,21,14:38:01,23298
853,15,2,24,14:43:14,23420
853,814,2,31,14:52:56,23069
853,22,2,32,14:54:59,23414
853,18,2,33,14:55:00,22095
853,817,2,20,14:55:30,30777
853,4,2,34,14:56:26,21989
853,1,2,34,14:56:36,21876
853,20,2,35,14:57:38,21378
853,5,2,35,14:59:46,22611
853,30,2,37,15:01:01,22014
853,813,2,37,15:02:04,22614
853,10,2,38,15:04:43,22784
853,67,2,40,15:06:23,24086
853,811,3,40,15:06:27,22273
853,13,2,41,15:07:06,22148
853,153,2,41,15:07:43,22279
854,817,1,1,20:06:48,44170
854,3,1,9,20:21:25,29549
854,4,1,10,20:23:15,30621
854,30,1,10,20:23:27,29610
854,811,1,10,20:23:47,35398
854,13,1,11,20:25:14,30290
854,1,1,11,20:25:15,30142
854,16,1,11,20:25:25,30718
854,813,1,11,20:25:39,30888
854,67,1,11,20:25:50,32827
854,5,1,11,20:25:56,32202
854,811,2,11,20:26:39,36856
854,17,1,12,20:27:10,30462
854,22,1,12,20:27:40,30456
854,13,2,12,20:28:04,32351
854,1,2,13,20:29:39,33456
854,24,1,13,20:30:31,34329
854,20,1,14,20:30:38,30023
854,18,1,14,20:30:49,30169
854,815,1,15,20:33:28,30810
854,1,3,15,20:34:04,24342
854,155,1,16,20:35:49,30464
854,15,1,16,20:36:05,31048
854,808,1,16,20:36:09,30807
854,817,2,15,20:36:19,34782
854,816,1,16,20:36:22,31763
854,153,1,17,20:38:05,30948
854,814,1,19,20:41:08,30704
854,15,2,19,20:43:14,33317
854,3,2,22,20:47:06,29417
854,30,2,24,20:51:04,29473
854,13,3,24,20:51:44,30478
854,153,2,24,20:52:14,24299
854,4,2,25,20:52:35,30387
854,813,2,25,20:53:37,30187
854,5,2,26,20:56:11,31621
854,24,2,26,20:57:30,32122
854,17,2,29,21:00:16,31204
